customer_id,signup_date,region,plan_type,monthly_charge,is_churned,churn_date
75,2024-10-21,North America,Pro,79.0,0,
76,2024-10-07,APAC,Basic,29.0,0,
77,2025-12-04,North America,Basic,29.0,0,
78,2025-05-14,APAC,Pro,79.0,0,
79,2025-11-03,North America,Basic,29.0,0,
80,2025-03-19,EMEA,Basic,29.0,0,
81,2026-03-31,LATAM,Enterprise,199.0,1,2026-08-08
82,2024-12-25,EMEA,Pro,79.0,0,
83,2024-11-21,North America,Basic,29.0,0,
84,2025-09-11,North America,Basic,29.0,0,
85,2025-12-06,North America,Pro,79.0,0,
86,2026-04-06,North America,Basic,29.0,1,2026-08-03
87,2026-07-30,North America,Basic,29.0,1,2026-08-29
88,2024-10-21,LATAM,Basic,29.0,0,
89,2025-01-26,North America,Basic,29.0,0,
90,2025-10-13,North America,Pro,79.0,0,
91,2025-01-26,EMEA,Pro,79.0,0,
92,2026-05-16,North America,Basic,29.0,1,2026-07-24
93,2025-10-20,EMEA,Enterprise,199.0,0,
94,2026-09-08,APAC,Basic,29.0,0,
95,2025-08-05,APAC,Basic,29.0,0,
96,2026-05-03,EMEA,Basic,29.0,0,
97,2025-10-15,North America,Basic,29.0,1,2026-05-07
98,2026-02-14,North America,Basic,29.0,1,2026-06-16
99,2025-03-06,EMEA,Pro,79.0,0,
100,2025-07-04,APAC,Enterprise,199.0,0,
101,2026-01-20,LATAM,Pro,79.0,0,
102,2025-06-09,APAC,Basic,29.0,0,
103,2025-06-07,North America,Enterprise,199.0,0,
104,2025-09-10,EMEA,Pro,79.0,1,2026-03-25
105,2025-06-22,North America,Basic,29.0,0,
106,2025-07-10,APAC,Pro,79.0,0,
107,2025-06-05,EMEA,Basic,29.0,0,
108,2026-09-08,EMEA,Pro,79.0,0,
109,2026-01-02,EMEA,Pro,79.0,0,
110,2026-09-09,North America,Basic,29.0,0,
111,2025-10-13,North America,Pro,79.0,0,
112,2026-04-17,EMEA,Basic,29.0,0,
113,2025-06-15,APAC,Basic,29.0,1,2026-07-19
114,2026-04-02,North America,Basic,29.0,0,
115,2026-02-08,EMEA,Basic,29.0,0,
116,2026-06-04,EMEA,Pro,79.0,0,
117,2025-05-21,North America,Basic,29.0,0,
118,2025-02-07,North America,Pro,79.0,0,
119,2025-02-07,LATAM,Pro,79.0,0,
120,2024-10-13,APAC,Basic,29.0,0,
121,2025-04-07,EMEA,Basic,29.0,0,
122,2025-01-25,North America,Enterprise,199.0,0,
123,2026-07-07,EMEA,Basic,29.0,0,
124,2025-08-08,North America,Pro,79.0,1,2026-01-12
125,2026-06-13,North America,Pro,79.0,0,
126,2025-10-25,EMEA,Pro,79.0,0,
127,2025-12-14,EMEA,Enterprise,199.0,0,
128,2025-01-10,EMEA,Pro,79.0,0,
129,2026-08-08,North America,Basic,29.0,1,2026-09-08
130,2024-10-03,North America,Basic,29.0,0,
131,2024-11-03,EMEA,Basic,29.0,1,2025-09-18
132,2026-09-04,APAC,Basic,29.0,0,
133,2026-07-03,North America,Basic,29.0,0,
134,2025-01-26,APAC,Basic,29.0,0,
135,2025-02-23,EMEA,Enterprise,199.0,0,
136,2026-05-06,North America,Basic,29.0,0,
137,2025-08-08,EMEA,Basic,29.0,0,
138,2026-02-18,LATAM,Pro,79.0,0,
139,2025-08-27,EMEA,Enterprise,199.0,0,
140,2026-08-22,North America,Basic,29.0,0,
141,2024-10-22,APAC,Pro,79.0,0,
142,2024-11-11,EMEA,Basic,29.0,0,
143,2025-12-27,North America,Pro,79.0,0,
144,2026-07-13,North America,Pro,79.0,0,
145,2025-11-23,LATAM,Basic,29.0,0,
146,2025-09-03,EMEA,Enterprise,199.0,0,
147,2025-11-15,EMEA,Pro,79.0,0,
148,2025-08-19,EMEA,Basic,29.0,0,
149,2026-03-11,North America,Pro,79.0,0,
150,2026-01-17,North America,Enterprise,199.0,0,
151,2026-02-23,North America,Basic,29.0,0,
152,2026-04-16,APAC,Basic,29.0,1,2026-06-21
153,2025-02-02,EMEA,Pro,79.0,1,2025-11-04
154,2024-10-15,APAC,Basic,29.0,0,
155,2025-01-25,North America,Enterprise,199.0,0,
156,2026-02-23,North America,Pro,79.0,0,
157,2025-11-30,North America,Pro,79.0,0,
158,2026-04-18,LATAM,Basic,29.0,1,2026-06-11
159,2025-02-17,LATAM,Pro,79.0,0,
160,2025-11-29,North America,Pro,79.0,0,
161,2024-10-03,APAC,Basic,29.0,0,
162,2026-08-07,North America,Pro,79.0,0,
163,2025-09-19,North America,Pro,79.0,0,
164,2025-08-26,APAC,Basic,29.0,0,
165,2025-10-28,LATAM,Basic,29.0,1,2026-06-25
166,2025-10-26,North America,Pro,79.0,0,
167,2025-03-05,EMEA,Pro,79.0,0,
168,2026-05-28,North America,Pro,79.0,0,
169,2025-01-11,North America,Pro,79.0,0,
170,2025-11-24,EMEA,Pro,79.0,0,
171,2025-06-29,LATAM,Basic,29.0,0,
172,2025-09-02,EMEA,Pro,79.0,0,
173,2025-08-21,APAC,Basic,29.0,0,
174,2026-04-08,APAC,Basic,29.0,1,2026-05-16
175,2025-07-22,North America,Pro,79.0,0,
176,2025-01-09,APAC,Basic,29.0,0,
177,2025-03-20,APAC,Basic,29.0,0,
178,2024-11-27,LATAM,Basic,29.0,0,
179,2026-03-28,North America,Basic,29.0,0,
180,2025-03-29,EMEA,Basic,29.0,1,2026-07-17
181,2026-02-22,North America,Pro,79.0,0,
182,2025-06-18,North America,Basic,29.0,0,
183,2026-01-20,EMEA,Enterprise,199.0,0,
184,2025-12-27,EMEA,Basic,29.0,0,
185,2025-12-09,LATAM,Basic,29.0,0,
186,2025-10-29,EMEA,Basic,29.0,0,
187,2025-10-03,North America,Basic,29.0,0,
188,2026-08-06,LATAM,Basic,29.0,0,
189,2024-11-20,North America,Enterprise,199.0,0,
190,2025-07-21,APAC,Pro,79.0,0,
191,2025-05-13,North America,Pro,79.0,0,
192,2026-08-07,EMEA,Pro,79.0,0,
193,2026-07-05,North America,Basic,29.0,0,
194,2026-05-17,North America,Basic,29.0,0,
195,2025-08-31,North America,Enterprise,199.0,0,
196,2026-04-06,North America,Basic,29.0,0,
197,2025-07-07,North America,Pro,79.0,0,
198,2026-02-06,North America,Pro,79.0,0,
199,2025-01-26,North America,Enterprise,199.0,0,
200,2025-05-20,North America,Pro,79.0,0,
201,2026-04-24,APAC,Enterprise,199.0,0,
202,2026-04-03,APAC,Basic,29.0,1,2026-08-05
203,2026-05-22,EMEA,Pro,79.0,0,
204,2026-08-23,EMEA,Basic,29.0,0,
205,2026-04-28,North America,Basic,29.0,0,
206,2026-07-13,EMEA,Pro,79.0,0,
207,2025-11-23,LATAM,Basic,29.0,1,2026-01-15
208,2026-02-17,LATAM,Basic,29.0,1,2026-05-18
209,2026-01-08,APAC,Basic,29.0,0,
210,2026-04-07,LATAM,Pro,79.0,0,
211,2025-11-29,APAC,Basic,29.0,0,
212,2025-07-14,APAC,Pro,79.0,1,2026-02-18
213,2025-05-30,North America,Basic,29.0,0,
214,2026-04-11,North America,Pro,79.0,0,
215,2025-07-10,EMEA,Basic,29.0,1,2025-10-10
216,2025-01-02,LATAM,Pro,79.0,0,
217,2024-10-22,EMEA,Pro,79.0,1,2025-10-28
218,2026-05-02,North America,Basic,29.0,1,2026-09-06
219,2025-05-27,EMEA,Pro,79.0,0,
220,2024-10-03,North America,Enterprise,199.0,0,
221,2026-04-07,LATAM,Enterprise,199.0,0,
222,2024-10-27,North America,Pro,79.0,1,2025-11-27
223,2025-08-28,APAC,Basic,29.0,1,2026-02-09
224,2026-03-23,North America,Pro,79.0,1,2026-05-08
225,2026-03-10,EMEA,Pro,79.0,0,
226,2026-06-22,EMEA,Basic,29.0,1,2026-09-10
227,2025-08-05,LATAM,Pro,79.0,0,
228,2026-02-03,LATAM,Basic,29.0,0,
229,2025-12-29,EMEA,Basic,29.0,1,2026-02-17
230,2025-02-07,North America,Basic,29.0,0,
231,2025-08-29,EMEA,Pro,79.0,0,
232,2026-03-02,EMEA,Basic,29.0,0,
233,2026-08-02,North America,Pro,79.0,0,
234,2025-05-09,APAC,Pro,79.0,0,
235,2026-01-08,APAC,Basic,29.0,0,
236,2025-08-17,APAC,Basic,29.0,0,
237,2026-01-29,North America,Basic,29.0,1,2026-03-21
238,2025-10-17,North America,Basic,29.0,0,
239,2026-04-29,EMEA,Pro,79.0,0,
240,2026-08-13,EMEA,Basic,29.0,0,
241,2024-11-22,LATAM,Basic,29.0,0,
242,2026-05-15,EMEA,Basic,29.0,0,
243,2025-01-19,North America,Basic,29.0,0,
244,2025-07-13,EMEA,Basic,29.0,0,
245,2026-06-29,APAC,Pro,79.0,0,
246,2026-08-05,EMEA,Basic,29.0,0,
247,2025-08-13,North America,Basic,29.0,0,
248,2025-02-24,North America,Basic,29.0,0,
249,2026-07-11,EMEA,Basic,29.0,0,
250,2025-10-21,North America,Pro,79.0,0,
251,2025-08-29,North America,Basic,29.0,0,
252,2024-11-23,EMEA,Basic,29.0,1,2025-02-11
253,2026-08-09,EMEA,Basic,29.0,0,
254,2025-05-09,EMEA,Basic,29.0,0,
255,2025-07-18,North America,Basic,29.0,0,
256,2025-08-12,EMEA,Pro,79.0,1,2026-04-01
257,2025-04-28,LATAM,Basic,29.0,0,
258,2025-06-19,North America,Basic,29.0,0,
259,2025-12-15,North America,Basic,29.0,1,2026-04-21
260,2026-04-26,EMEA,Basic,29.0,0,
261,2024-11-13,APAC,Basic,29.0,0,
262,2025-08-17,EMEA,Basic,29.0,0,
263,2025-12-02,EMEA,Pro,79.0,0,
264,2025-03-25,EMEA,Enterprise,199.0,0,
265,2025-10-06,EMEA,Pro,79.0,1,2025-12-29
266,2026-03-21,North America,Pro,79.0,1,2026-07-08
267,2025-03-22,APAC,Basic,29.0,1,2026-03-11
268,2025-09-23,North America,Pro,79.0,0,
269,2025-03-01,LATAM,Pro,79.0,0,
270,2026-06-09,North America,Basic,29.0,1,2026-07-18
271,2026-02-18,North America,Pro,79.0,0,
272,2026-08-29,EMEA,Pro,79.0,0,
273,2026-07-13,LATAM,Pro,79.0,0,
274,2025-08-20,North America,Enterprise,199.0,0,
275,2025-08-07,North America,Basic,29.0,0,
276,2024-12-15,EMEA,Basic,29.0,0,
277,2025-07-21,EMEA,Basic,29.0,1,2025-10-05
278,2026-01-17,EMEA,Pro,79.0,0,
279,2024-11-12,LATAM,Pro,79.0,0,
280,2025-08-26,APAC,Pro,79.0,0,
281,2026-01-05,EMEA,Enterprise,199.0,0,
282,2024-12-26,APAC,Basic,29.0,0,
283,2025-12-23,North America,Basic,29.0,0,
284,2025-10-08,EMEA,Pro,79.0,0,
285,2025-09-12,North America,Basic,29.0,0,
286,2025-09-08,North America,Pro,79.0,1,2025-11-25
287,2025-06-16,EMEA,Basic,29.0,0,
288,2025-03-03,EMEA,Enterprise,199.0,0,
289,2025-09-24,EMEA,Basic,29.0,0,
290,2025-02-10,EMEA,Pro,79.0,0,
291,2025-10-21,LATAM,Basic,29.0,0,
292,2026-09-02,North America,Basic,29.0,0,
293,2026-08-18,LATAM,Basic,29.0,0,
294,2025-10-07,EMEA,Basic,29.0,0,
295,2026-02-10,LATAM,Basic,29.0,1,2026-04-16
296,2025-01-12,North America,Basic,29.0,0,
297,2026-03-24,EMEA,Pro,79.0,1,2026-07-18
298,2026-06-04,APAC,Pro,79.0,0,
299,2026-07-02,North America,Pro,79.0,0,
300,2025-11-25,North America,Basic,29.0,0,
301,2026-06-18,APAC,Enterprise,199.0,0,
302,2026-03-31,APAC,Basic,29.0,1,2026-08-28
303,2026-08-26,LATAM,Basic,29.0,0,
304,2026-01-16,LATAM,Enterprise,199.0,0,
305,2025-12-03,APAC,Pro,79.0,0,
306,2025-02-19,APAC,Pro,79.0,0,
307,2025-10-16,North America,Basic,29.0,0,
308,2025-02-05,North America,Pro,79.0,0,
309,2026-03-10,APAC,Basic,29.0,1,2026-07-29
310,2026-01-05,North America,Enterprise,199.0,0,
311,2025-11-10,LATAM,Basic,29.0,0,
312,2025-10-19,North America,Enterprise,199.0,0,
313,2026-07-28,North America,Basic,29.0,0,
314,2026-01-27,North America,Basic,29.0,0,
315,2026-01-03,North America,Pro,79.0,0,
316,2025-05-09,LATAM,Basic,29.0,0,
317,2026-03-25,EMEA,Pro,79.0,0,
318,2025-02-02,APAC,Basic,29.0,1,2026-05-07
319,2024-12-04,EMEA,Pro,79.0,1,2026-05-29
320,2026-03-12,EMEA,Basic,29.0,0,
321,2024-10-02,APAC,Basic,29.0,0,
322,2026-08-12,North America,Basic,29.0,0,
323,2026-03-23,EMEA,Basic,29.0,0,
324,2024-10-21,APAC,Pro,79.0,0,
325,2025-10-18,EMEA,Pro,79.0,0,
326,2025-09-19,North America,Pro,79.0,0,
327,2026-05-19,EMEA,Basic,29.0,0,
328,2026-04-13,North America,Basic,29.0,0,
329,2026-09-02,EMEA,Pro,79.0,0,
330,2026-07-09,EMEA,Pro,79.0,0,
331,2026-01-12,North America,Pro,79.0,1,2026-04-03
332,2024-11-12,North America,Basic,29.0,0,
333,2026-04-10,North America,Basic,29.0,0,
334,2025-07-20,North America,Pro,79.0,0,
335,2025-09-05,APAC,Enterprise,199.0,0,
336,2025-11-14,APAC,Basic,29.0,0,
337,2025-04-10,APAC,Basic,29.0,0,
338,2026-03-16,EMEA,Enterprise,199.0,0,
339,2025-12-15,North America,Basic,29.0,0,
340,2025-08-25,APAC,Pro,79.0,1,2026-03-10
341,2026-06-10,EMEA,Basic,29.0,0,
342,2026-01-01,North America,Basic,29.0,1,2026-09-10
343,2025-12-20,LATAM,Pro,79.0,0,
344,2024-12-16,LATAM,Enterprise,199.0,0,
345,2026-08-27,EMEA,Pro,79.0,0,
346,2026-06-15,North America,Basic,29.0,0,
347,2025-05-30,EMEA,Basic,29.0,0,
348,2026-05-04,North America,Basic,29.0,1,2026-06-22
349,2025-10-16,EMEA,Enterprise,199.0,0,
350,2025-10-11,North America,Basic,29.0,0,
351,2025-01-25,EMEA,Basic,29.0,1,2025-09-02
352,2026-04-29,EMEA,Basic,29.0,1,2026-09-05
353,2026-06-19,North America,Basic,29.0,0,
354,2025-02-03,LATAM,Basic,29.0,1,2025-05-19
355,2025-12-30,EMEA,Enterprise,199.0,0,
356,2025-08-24,APAC,Enterprise,199.0,0,
357,2025-07-25,APAC,Pro,79.0,0,
358,2026-07-16,APAC,Pro,79.0,0,
359,2025-04-24,North America,Basic,29.0,0,
360,2025-10-05,North America,Basic,29.0,0,
361,2026-04-18,North America,Pro,79.0,1,2026-09-08
362,2026-02-03,North America,Basic,29.0,0,
363,2024-12-15,APAC,Pro,79.0,1,2025-12-04
364,2026-08-28,EMEA,Basic,29.0,0,
365,2026-04-18,EMEA,Basic,29.0,0,
366,2025-12-18,North America,Enterprise,199.0,0,
367,2026-03-15,APAC,Pro,79.0,0,
368,2025-05-19,North America,Basic,29.0,0,
369,2024-12-20,LATAM,Enterprise,199.0,0,
370,2025-02-06,EMEA,Pro,79.0,0,
371,2026-07-19,EMEA,Basic,29.0,1,2026-09-05
372,2026-06-12,North America,Pro,79.0,0,
373,2024-10-30,LATAM,Basic,29.0,1,2026-07-12
374,2026-05-09,North America,Basic,29.0,0,
375,2026-07-05,EMEA,Basic,29.0,0,
376,2025-06-08,EMEA,Basic,29.0,0,
377,2024-12-14,EMEA,Basic,29.0,0,
378,2026-01-19,North America,Basic,29.0,1,2026-07-23
379,2025-08-23,North America,Enterprise,199.0,0,
380,2025-02-11,APAC,Enterprise,199.0,0,
381,2025-06-05,EMEA,Basic,29.0,0,
382,2025-01-08,North America,Basic,29.0,1,2026-03-07
383,2025-03-13,APAC,Basic,29.0,0,
384,2025-04-13,LATAM,Pro,79.0,0,
385,2026-02-23,EMEA,Pro,79.0,0,
386,2025-11-07,EMEA,Basic,29.0,0,
387,2025-09-27,LATAM,Basic,29.0,1,2026-03-20
388,2026-08-01,EMEA,Enterprise,199.0,0,
389,2025-01-19,North America,Basic,29.0,0,
390,2025-11-17,APAC,Pro,79.0,0,
391,2025-04-18,EMEA,Pro,79.0,0,
392,2026-01-05,North America,Basic,29.0,0,
393,2026-08-28,North America,Enterprise,199.0,0,
394,2025-01-08,EMEA,Basic,29.0,0,
395,2025-10-10,APAC,Basic,29.0,0,
396,2026-02-25,North America,Pro,79.0,1,2026-04-05
397,2026-01-29,North America,Basic,29.0,0,
398,2025-02-21,North America,Enterprise,199.0,0,
399,2026-06-24,EMEA,Basic,29.0,0,
400,2026-03-06,North America,Basic,29.0,0,
401,2024-10-18,APAC,Basic,29.0,0,
402,2026-05-21,EMEA,Enterprise,199.0,0,
403,2026-07-07,APAC,Enterprise,199.0,1,2026-09-05
404,2026-05-16,North America,Pro,79.0,0,
405,2025-03-24,APAC,Pro,79.0,0,
406,2025-10-25,APAC,Pro,79.0,1,2026-03-28
407,2025-01-21,North America,Enterprise,199.0,0,
408,2025-11-27,EMEA,Basic,29.0,0,
409,2026-01-26,EMEA,Pro,79.0,0,
410,2025-02-19,APAC,Basic,29.0,0,
411,2026-02-02,EMEA,Enterprise,199.0,0,
412,2026-03-30,North America,Basic,29.0,0,
413,2026-08-29,North America,Pro,79.0,0,
414,2026-06-17,EMEA,Pro,79.0,0,
415,2025-08-02,LATAM,Basic,29.0,1,2026-01-31
416,2026-09-07,APAC,Pro,79.0,0,
417,2025-09-23,APAC,Basic,29.0,0,
418,2025-07-22,LATAM,Pro,79.0,1,2026-08-02
419,2025-11-09,EMEA,Enterprise,199.0,0,
420,2025-07-25,LATAM,Pro,79.0,1,2026-08-24
421,2026-08-03,North America,Enterprise,199.0,0,
422,2026-04-05,EMEA,Basic,29.0,0,
423,2025-01-20,EMEA,Basic,29.0,0,
424,2026-08-17,EMEA,Basic,29.0,0,
425,2025-05-27,LATAM,Basic,29.0,1,2026-01-23
426,2026-08-29,North America,Basic,29.0,0,
427,2026-04-17,APAC,Basic,29.0,0,
428,2026-01-31,North America,Pro,79.0,0,
429,2025-08-25,North America,Enterprise,199.0,0,
430,2026-07-30,North America,Pro,79.0,0,
431,2024-11-08,EMEA,Pro,79.0,0,
432,2025-03-30,North America,Enterprise,199.0,0,
433,2026-02-20,North America,Pro,79.0,0,
434,2025-07-24,APAC,Enterprise,199.0,0,
435,2025-01-18,North America,Pro,79.0,0,
436,2026-07-19,North America,Basic,29.0,0,
437,2026-03-01,EMEA,Enterprise,199.0,0,
438,2025-03-16,North America,Basic,29.0,0,
439,2024-10-15,EMEA,Pro,79.0,0,
440,2025-04-16,APAC,Pro,79.0,0,
441,2025-12-12,APAC,Enterprise,199.0,0,
442,2025-04-08,North America,Pro,79.0,0,
443,2024-10-07,EMEA,Enterprise,199.0,0,
444,2025-09-03,North America,Pro,79.0,0,
445,2026-08-01,APAC,Basic,29.0,0,
446,2026-01-20,North America,Pro,79.0,0,
447,2025-08-15,EMEA,Pro,79.0,0,
448,2025-10-12,EMEA,Enterprise,199.0,0,
449,2025-03-06,North America,Basic,29.0,0,
450,2026-04-16,LATAM,Basic,29.0,0,
451,2025-05-12,APAC,Pro,79.0,0,
452,2024-12-23,EMEA,Pro,79.0,0,
453,2026-05-01,EMEA,Basic,29.0,1,2026-08-09
454,2026-04-03,LATAM,Basic,29.0,1,2026-07-25
455,2026-08-28,APAC,Basic,29.0,0,
456,2025-01-02,North America,Pro,79.0,0,
457,2025-02-13,EMEA,Basic,29.0,0,
458,2026-01-17,EMEA,Basic,29.0,0,
459,2025-06-18,North America,Basic,29.0,0,
460,2024-11-16,APAC,Pro,79.0,0,
461,2024-12-01,APAC,Pro,79.0,0,
462,2024-11-02,North America,Enterprise,199.0,0,
463,2026-07-19,North America,Basic,29.0,0,
464,2025-10-27,EMEA,Basic,29.0,0,
465,2024-12-22,LATAM,Basic,29.0,0,
466,2026-08-01,EMEA,Pro,79.0,0,
467,2025-11-07,North America,Enterprise,199.0,0,
468,2024-10-04,APAC,Basic,29.0,0,
469,2026-04-11,LATAM,Basic,29.0,0,
470,2026-01-15,North America,Basic,29.0,0,
471,2025-01-24,North America,Enterprise,199.0,1,2026-04-28
472,2024-10-17,EMEA,Enterprise,199.0,0,
473,2026-01-01,North America,Pro,79.0,0,
474,2024-11-15,APAC,Basic,29.0,0,
475,2024-11-27,North America,Basic,29.0,1,2025-10-19
476,2026-05-13,North America,Enterprise,199.0,0,
477,2025-08-25,EMEA,Pro,79.0,0,
478,2026-03-18,APAC,Enterprise,199.0,0,
479,2026-05-29,North America,Basic,29.0,0,
480,2025-12-12,LATAM,Pro,79.0,0,
481,2026-07-21,North America,Basic,29.0,0,
482,2025-12-01,APAC,Basic,29.0,0,
483,2026-04-04,North America,Basic,29.0,0,
484,2025-02-25,APAC,Basic,29.0,0,
485,2025-12-01,LATAM,Pro,79.0,0,
486,2025-04-27,North America,Basic,29.0,0,
487,2025-10-15,North America,Basic,29.0,1,2026-02-19
488,2026-06-12,North America,Basic,29.0,0,
489,2026-05-25,APAC,Basic,29.0,0,
490,2025-09-06,EMEA,Basic,29.0,0,
491,2025-04-13,LATAM,Basic,29.0,0,
492,2026-02-03,North America,Enterprise,199.0,0,
493,2025-11-11,EMEA,Pro,79.0,0,
494,2025-10-25,EMEA,Pro,79.0,0,
495,2025-10-04,EMEA,Basic,29.0,0,
496,2026-01-24,EMEA,Basic,29.0,0,
497,2025-08-17,North America,Basic,29.0,0,
498,2025-02-27,EMEA,Basic,29.0,1,2026-05-30
499,2025-05-24,North America,Basic,29.0,0,
500,2026-08-02,APAC,Basic,29.0,0,
501,2026-02-13,North America,Pro,79.0,0,
502,2025-03-22,EMEA,Basic,29.0,0,
503,2026-04-13,North America,Basic,29.0,0,
504,2026-07-20,LATAM,Pro,79.0,0,
505,2024-12-16,EMEA,Pro,79.0,0,
506,2025-11-27,EMEA,Pro,79.0,1,2026-04-24
507,2025-05-12,North America,Basic,29.0,0,
508,2026-08-14,North America,Pro,79.0,0,
509,2026-08-07,LATAM,Enterprise,199.0,0,
510,2024-10-13,North America,Pro,79.0,1,2025-08-20
511,2026-02-27,EMEA,Basic,29.0,0,
512,2025-04-02,EMEA,Pro,79.0,1,2025-06-20
513,2026-06-27,EMEA,Basic,29.0,0,
514,2025-11-11,APAC,Basic,29.0,1,2026-07-06
515,2025-05-20,EMEA,Basic,29.0,0,
516,2026-07-28,APAC,Basic,29.0,0,
517,2026-04-19,North America,Basic,29.0,0,
518,2024-12-24,EMEA,Pro,79.0,0,
519,2026-05-03,EMEA,Pro,79.0,0,
520,2024-11-13,LATAM,Enterprise,199.0,0,
521,2026-05-04,LATAM,Pro,79.0,0,
522,2025-07-15,North America,Basic,29.0,0,
523,2025-08-19,EMEA,Basic,29.0,1,2026-01-02
524,2025-11-12,EMEA,Pro,79.0,0,
525,2026-05-04,North America,Pro,79.0,0,
526,2025-09-05,North America,Enterprise,199.0,0,
527,2026-09-06,APAC,Pro,79.0,0,
528,2025-09-20,APAC,Pro,79.0,1,2026-05-31
529,2026-06-12,North America,Basic,29.0,0,
530,2025-08-31,LATAM,Basic,29.0,1,2026-02-16
531,2025-05-22,APAC,Basic,29.0,0,
532,2026-08-28,LATAM,Basic,29.0,0,
533,2026-06-26,EMEA,Basic,29.0,0,
534,2025-07-02,North America,Basic,29.0,1,2026-07-31
535,2025-11-03,APAC,Basic,29.0,0,
536,2025-08-12,North America,Basic,29.0,0,
537,2024-12-29,APAC,Basic,29.0,1,2026-05-02
538,2025-01-14,EMEA,Pro,79.0,1,2026-02-10
539,2025-08-29,EMEA,Pro,79.0,0,
540,2024-12-26,North America,Basic,29.0,0,
541,2025-06-06,EMEA,Enterprise,199.0,0,
542,2025-02-20,North America,Basic,29.0,0,
543,2025-03-21,North America,Basic,29.0,0,
544,2024-12-18,EMEA,Basic,29.0,0,
545,2026-02-20,LATAM,Pro,79.0,0,
546,2025-08-08,North America,Basic,29.0,1,2026-03-28
547,2025-09-03,North America,Pro,79.0,0,
548,2026-07-29,EMEA,Pro,79.0,0,
